SN,고객번호,우편번호,시도,시군구,동단위,나이,고객등급,고객등급코드,가입일자,가입기간, 수신 총잔액 , 신용대출한도 ,신용등급, 담보대출한도 ,년간 환전액,분기당 해외 송금액,스마트뱅킹 사용여부,폰뱅킹사용여부, 월소득 예상금액 ,인터넷뱅킹사용횟수, 인터넷뱅킹 사용 금액 ,가입점,교육정도코드,교육정도,종교코드,종교,직업종류코드,직업종류,혼인여부,주택소유여부
B9273,29478924,2319,서울,구로구,오류1동,63,패밀리,0,2007-06-20,11,"436,909","142,800,000",3,"285,600,000",0,0,n,n,"8,058,333",0, - ,영업점,6,박사,2,기독교,3,자영업,기혼,월세
B9274,29482156,12,NULL,NULL,NULL,34,패밀리,0,2003-07-23,14,"330,419","15,800,000",4,"31,600,000",0,0,n,n,"8,061,667",35,"8,760,000",영업점,5,석사,2,기독교,3,자영업,비혼,전세
B9275,29483079,25028,경기,의왕시,오전동,68,플래티늄,3,2007-01-07,11,"143,620,872","77,500,000",5,"155,000,000",0,0,n,n,"62,500",0, - ,콜센터,4,학사,4,카톨릭,0,NULL,비혼,전세
B9276,29484125,17600,강원,동해시,효가동,49,패밀리,0,2004-02-19,14,"820,963","2,200,000",9,"4,400,000",0,0,n,n,"1,063,333",28,"13,212,000",영업점,5,석사,1,불교,6,주부,기혼,가족소유
B9277,29484323,48189,경기,용인시,마북동,46,패밀리,0,2004-07-14,13,"444,730","19,900,000",7,"39,800,000",0,0,n,n,"1,064,167",0, - ,영업점,5,석사,1,불교,7,학생,재혼,가족소유
B9278,29484759,371,서울,강남구,압구정동,61,패밀리,0,2004-02-09,14,"682,164","586,500,000",1,"1,173,000,000",0,0,n,n,"8,065,000",0, - ,pb센터,2,고졸,2,기독교,3,자영업,이혼,가족소유
B9279,29486136,3977,서울,서대문구,남가좌2동,69,골드,2,2005-02-24,13,"25,077,400","50,600,000",3,"101,200,000",0,0,n,n,"3,065,833",0, - ,영업점,5,석사,1,불교,1,회사원,사실혼,월세
B9280,29487664,25679,경기,파주시,교하읍,52,패밀리,0,2005-08-10,12,"929,975","8,600,000",6,"17,200,000",0,0,n,n,"3,066,667",15,"19,548,000",영업점,5,석사,4,카톨릭,1,회사원,사별,자가소유
B9281,29491255,20184,경기,고양시,일산2동,82,패밀리,0,2004-11-02,13,"474,231","27,300,000",7,"54,600,000",0,0,y,n,"67,500",0, - ,영업점,2,고졸,4,카톨릭,8,무직,사실혼,월세
B9282,29494516,195,서울,강남구,도곡1동,43,패밀리,0,2001-10-22,16,"695,997","12,300,000",4,"24,600,000",0,0,n,n,"10,757,807",11,"3,864,000",영업점,6,박사,2,기독교,2,전문직,사실혼,전세
B9283,29496324,20085,경기,고양시,마두1동,72,패밀리,0,2001-10-16,16,"994,568","11,600,000",7,"23,200,000",0,0,n,n,"1,069,167",33,"9,660,000",영업점,2,고졸,1,불교,6,주부,사실혼,가족소유
B9284,29502046,25664,경기,파주시,교하읍,67,패밀리,0,2003-02-22,15,"290,273","3,100,000",7,"6,200,000",0,0,n,n,"8,071,667",0, - ,pb센터,4,학사,2,기독교,3,자영업,재혼,전세
B9285,29502231,516,서울,강남구,청담2동,59,패밀리,0,2004-03-25,14,"569,961","11,700,000",5,"23,400,000",0,0,n,n,"8,072,500",28,"7,008,000",영업점,2,고졸,4,카톨릭,3,자영업,재혼,월세
B9286,29505554,20003,경기,고양시,화정동,48,패밀리,0,2008-08-31,9,"930,590","2,500,000",10,"5,000,000",0,0,n,n,"73,333",0, - ,영업점,2,고졸,2,기독교,8,무직,이혼,가족소유
B9287,29505593,22488,경기,성남시,금광동,23,골드,2,2003-03-17,15,"28,027,036","33,200,000",3,"66,400,000",0,0,n,n,"8,074,167",0, - ,pb센터,1,기타,1,불교,3,자영업,사실혼,월세
B9288,29509231,2302,서울,구로구,신도림동,61,플래티늄,3,2006-09-20,11,"947,187,983","42,400,000",4,"84,800,000",0,0,n,n,"5,710,302",0, - ,pb센터,3,대퇴,1,불교,0,NULL,사별,월세
B9289,29510418,20184,경기,고양시,일산2동,39,골드,2,2008-01-30,10,"10,128,438","1,900,000",9,"3,800,000",0,0,n,n,"76,667",23,"14,400,000",영업점,4,학사,4,카톨릭,8,무직,비혼,월세
B9290,29510699,48580,경기,고양시,마두동,29,실버,1,2002-12-18,15,"7,642,569","625,100,000",3,"1,250,200,000",0,0,y,n,"1,077,500",0, - ,pb센터,5,석사,7,원불교,7,학생,비혼,전세
B9291,29513758,20013,경기,고양시,가좌동,45,패밀리,0,2003-12-30,14,"747,526","1,800,000",8,"3,600,000",0,0,n,n,"3,079,167",0, - ,영업점,9,NULL,1,불교,1,회사원,이혼,자가소유
B9292,29515336,2,NULL,NULL,NULL,32,플래티늄,3,2006-08-06,11,"710,650,718","26,100,000",3,"52,200,000",0,0,n,n,"1,080,000",0, - ,pb센터,2,고졸,4,카톨릭,6,주부,기혼,전세
B9293,29516943,2372,서울,금천구,독산1동,65,패밀리,0,2005-08-10,12,"222,147","31,900,000",4,"63,800,000",0,0,n,n,"8,080,833",0, - ,영업점,5,석사,4,카톨릭,3,자영업,사실혼,전세
B9294,29517537,13156,인천,남구,문학동,75,실버,1,2003-09-23,14,"4,963,004","36,300,000",4,"72,600,000",0,0,y,n,"8,081,667",0, - ,pb센터,5,석사,2,기독교,3,자영업,이혼,월세
B9295,29528228,41212,전북,정읍시,신태인읍,51,실버,1,2002-04-03,16,"8,741,495","90,800,000",3,"181,600,000",0,0,n,n,"1,014,167",10,"18,444,000",영업점,3,대퇴,1,불교,6,주부,비혼,월세
B9296,29534630,25326,경기,의정부시,호원동,40,실버,1,2002-12-02,15,"5,676,395","9,700,000",5,"19,400,000",0,0,n,n,"8,017,500",0, - ,콜센터,3,대퇴,4,카톨릭,3,자영업,사실혼,가족소유
B9297,29534978,21157,경기,김포시,장기동,73,패밀리,0,2002-03-18,16,"642,680","3,700,000",8,"7,400,000",0,0,n,n,"2,029,855",0, - ,pb센터,2,고졸,1,불교,6,주부,사별,전세
B9298,29535314,21161,경기,김포시,풍무동,15,패밀리,0,2004-07-27,13,"81,680","2,600,000",10,"5,200,000",0,0,y,n,"18,333",27,"10,272,000",영업점,4,학사,1,불교,8,무직,재혼,자가소유
B9299,29537955,13892,인천,부평구,십정2동,60,골드,2,2003-02-24,15,"27,877,577","46,300,000",4,"92,600,000",0,0,n,n,"1,019,167",37,"11,124,000",영업점,5,석사,2,기독교,6,주부,재혼,자가소유
B9300,29538329,12,NULL,NULL,NULL,49,패밀리,0,2008-04-03,10,"382,995","790,600,000",1,"1,581,200,000",0,0,n,n,"8,020,000",0, - ,영업점,4,학사,2,기독교,3,자영업,이혼,가족소유
B9301,29543068,46345,충북,청주시,수곡동,71,실버,1,2003-06-17,15,"8,669,555","1,000,000",8,"2,000,000",0,0,y,n,"1,021,667",0, - ,영업점,5,석사,1,불교,6,주부,이혼,가족소유
B9302,29544409,2886,서울,노원구,하계동,60,패밀리,0,2003-06-25,15,"366,734","2,300,000",7,"4,600,000",0,0,n,n,"8,022,500",38,"2,136,000",영업점,2,고졸,7,원불교,3,자영업,사실혼,가족소유
B9303,29545790,9196,부산,사상구,주례2동,46,패밀리,0,2006-10-02,11,"945,885","301,100,000",3,"602,200,000",0,0,n,n,"23,333",26,"18,084,000",영업점,4,학사,1,불교,8,무직,사실혼,자가소유
B9304,29546268,20184,경기,고양시,일산2동,49,패밀리,0,2006-03-18,12,"284,439","387,000,000",3,"774,000,000",0,0,n,n,"2,327,755",0, - ,영업점,4,학사,1,불교,7,학생,사별,자가소유
B9305,29546676,23995,경기,안양시,비산2동,43,패밀리,0,2004-01-19,14,"909,813","96,500,000",5,"193,000,000",0,0,n,n,"2,361,253",18,"16,260,000",영업점,2,고졸,4,카톨릭,8,무직,사별,자가소유
B9306,29548322,,NULL,NULL,NULL,76,패밀리,0,2004-05-03,14,"873,863","31,200,000",4,"62,400,000",0,0,n,n,"3,024,167",0, - ,영업점,4,학사,1,불교,1,회사원,재혼,월세
B9307,29549540,19859,경기,고양시,삼송동,56,패밀리,0,2001-04-06,17,"366,072","4,200,000",8,"8,400,000",0,0,n,n,"2,184,593",0, - ,영업점,2,고졸,4,카톨릭,6,주부,사실혼,자가소유
B9308,29551878,21053,경기,군포시,산본동,51,패밀리,0,2008-04-01,10,"582,225","59,300,000",5,"118,600,000",0,0,n,n,"1,025,000",13,"8,940,000",영업점,5,석사,1,불교,7,학생,비혼,가족소유
B9309,29553866,13806,인천,부평구,부평동,62,실버,1,2005-06-27,13,"8,380,417","47,500,000",3,"95,000,000",0,0,n,n,"3,025,833",0, - ,pb센터,4,학사,4,카톨릭,1,회사원,재혼,월세
B9310,29554275,13407,인천,남동구,간석2동,68,패밀리,0,2003-06-17,15,"290,115","9,000,000",9,"18,000,000",0,0,n,n,"27,500",0, - ,영업점,3,대퇴,1,불교,8,무직,비혼,자가소유
B9311,29557184,20202,경기,고양시,일산3동,32,패밀리,0,2003-11-04,14,"153,945","21,500,000",7,"43,000,000",0,0,n,n,"4,295,789",0, - ,pb센터,4,학사,1,불교,7,학생,비혼,가족소유
B9312,29558633,1252,서울,강서구,등촌1동,39,패밀리,0,2003-04-18,15,"645,343","16,600,000",7,"33,200,000",0,0,n,n,"1,029,167",31,"444,000",pb센터,5,석사,1,불교,7,학생,재혼,가족소유
B9313,29565172,46230,충북,청주시,봉명1동,64,패밀리,0,2007-12-28,10,"245,481","2,500,000",7,"5,000,000",0,0,n,n,"8,033,333",0, - ,영업점,4,학사,4,카톨릭,3,자영업,이혼,자가소유
B9314,29575420,25690,경기,파주시,교하읍,48,실버,1,2009-10-07,8,"4,969,151","7,100,000",6,"14,200,000",0,0,n,n,"8,035,833",15,"1,068,000",영업점,3,대퇴,4,카톨릭,3,자영업,재혼,월세
B9315,29577329,46121,충북,청주시,우암동,65,실버,1,2001-08-22,16,"7,855,443","23,300,000",7,"46,600,000",0,0,y,n,"1,037,500",18,"21,072,000",콜센터,3,대퇴,1,불교,7,학생,기혼,전세
B9316,29578620,,NULL,NULL,NULL,46,플래티늄,3,2007-01-10,11,"951,596,672","654,300,000",1,"1,308,600,000",0,0,n,n,"8,038,333",34,"3,372,000",pb센터,4,학사,1,불교,3,자영업,이혼,자가소유
B9317,29582524,13679,인천,부평구,부개3동,43,패밀리,0,2006-05-15,12,"869,554","140,800,000",3,"281,600,000",0,0,n,n,"1,040,000",23,"16,740,000",영업점,3,대퇴,7,원불교,6,주부,비혼,가족소유
B9318,29585028,6783,서울,종로구,효자동,37,패밀리,0,2007-10-04,10,"742,849","20,400,000",3,"40,800,000",0,0,n,n,"9,385,929",0, - ,영업점,4,학사,3,무교,2,전문직,재혼,전세
B9319,29585301,46112,충북,청주시,용암동,62,플래티늄,3,2002-11-20,15,"620,218,988","116,100,000",4,"232,200,000",0,0,n,n,"41,667",0, - ,영업점,9,NULL,9,원불교,0,NULL,비혼,가족소유
B9320,29586405,44522,충남,당진군,석문면,72,패밀리,0,2005-06-01,13,"106,532","32,000,000",4,"64,000,000",0,0,n,n,"8,042,500",24,"12,588,000",영업점,2,고졸,1,불교,3,자영업,사실혼,가족소유
B9321,29586736,25700,경기,파주시,교하읍,47,패밀리,0,2003-11-09,14,"26,785","410,100,000",3,"820,200,000",0,0,n,n,"4,584,885",0, - ,영업점,4,학사,1,불교,8,무직,이혼,월세
B9322,29588502,1,NULL,NULL,NULL,68,패밀리,0,2002-08-24,15,"830,078","21,200,000",4,"42,400,000",0,0,n,n,"8,044,167",40,"21,900,000",영업점,5,석사,2,기독교,3,자영업,비혼,월세
B9323,29589888,25690,경기,파주시,교하읍,56,패밀리,0,2005-08-30,12,"273,356","102,100,000",6,"204,200,000",0,0,n,n,"45,000",20,"10,572,000",영업점,4,학사,4,카톨릭,0,NULL,재혼,자가소유
B9324,29590772,17087,울산,울주군,온산읍,70,플래티늄,3,2003-05-07,15,"358,436,659","4,300,000",3,"8,600,000",0,0,n,n,"8,045,833",0, - ,콜센터,2,고졸,1,불교,3,자영업,기혼,자가소유
B9325,29592408,21190,경기,김포시,고촌면,59,실버,1,2002-12-27,15,"4,321,323","66,500,000",4,"133,000,000",0,0,n,n,"1,046,667",17,"3,948,000",영업점,5,석사,3,무교,6,주부,재혼,월세
B9326,29596328,40818,전북,전주시,삼천동1가,43,실버,1,2004-06-10,14,"9,416,060","13,500,000",4,"27,000,000",0,0,n,n,"3,048,333",39,"23,508,000",영업점,4,학사,4,카톨릭,1,회사원,이혼,월세
B9327,29597446,13684,인천,부평구,부개3동,60,패밀리,0,2005-10-28,12,"285,442","28,700,000",8,"57,400,000",0,0,n,n,"900,303",0, - ,영업점,4,학사,2,기독교,0,NULL,사별,전세
B9328,29598633,6692,서울,종로구,옥인동,71,패밀리,0,2002-10-14,15,"945,839","80,300,000",4,"160,600,000",0,0,n,y,"1,049,167",33,"22,776,000",영업점,5,석사,1,불교,7,학생,이혼,월세
B9329,29599002,17600,강원,동해시,효가동,49,실버,1,2007-01-16,11,"6,384,829","18,300,000",6,"36,600,000",0,0,n,n,"1,050,000",0, - ,콜센터,1,기타,1,불교,6,주부,사실혼,월세
B9330,29601466,6670,서울,종로구,안국동,69,실버,1,2003-11-19,14,"4,432,854","3,800,000",6,"7,600,000",0,0,n,n,"8,050,833",26,"18,684,000",영업점,2,고졸,1,불교,3,자영업,이혼,월세
B9331,29602426,4290,서울,서초구,방배3동,45,패밀리,0,2002-08-30,15,"367,682","12,800,000",8,"25,600,000",0,0,n,n,"1,051,667",0, - ,영업점,9,NULL,9,원불교,7,학생,기혼,월세
B9332,29604030,11,NULL,NULL,NULL,37,패밀리,0,2004-02-12,14,"21,896","6,100,000",7,"12,200,000",0,0,y,n,"2,510,492",0, - ,영업점,3,대퇴,1,불교,6,주부,비혼,자가소유
B9333,29605785,21756,경기,부천시,괴안동,62,실버,1,2006-11-28,11,"6,650,253","82,100,000",6,"164,200,000",0,0,n,n,"5,566,063",0, - ,영업점,4,학사,1,불교,0,NULL,사별,가족소유
B9334,29609125,20085,경기,고양시,마두1동,63,패밀리,0,2006-11-23,11,"995,572","3,800,000",9,"7,600,000",0,0,n,n,"2,437,618",0, - ,pb센터,3,대퇴,4,카톨릭,8,무직,사실혼,월세
B9335,29609243,33494,경북,포항시,효자동,23,패밀리,0,2003-01-02,15,"709,340","32,600,000",4,"65,200,000",0,0,n,n,"8,052,500",0, - ,영업점,3,대퇴,1,불교,3,자영업,사실혼,전세
B9336,29610524,6297,서울,은평구,갈현2동,57,패밀리,0,2003-07-30,14,"585,237","84,300,000",2,"168,600,000",0,0,n,n,"7,055,000",0, - ,pb센터,6,박사,1,불교,2,전문직,이혼,월세
B9337,29610845,23160,경기,시흥시,신천동,64,패밀리,0,2001-10-12,16,"435,887","2,800,000",10,"5,600,000",0,0,n,n,"2,516,746",21,"19,488,000",pb센터,3,대퇴,4,카톨릭,0,NULL,사실혼,월세
B9338,29612406,20059,경기,고양시,덕이동,68,실버,1,2004-12-15,13,"5,665,210","17,900,000",4,"35,800,000",0,0,n,n,"8,056,667",16,"12,276,000",영업점,4,학사,4,카톨릭,3,자영업,기혼,가족소유
B9339,29613464,995,서울,강북구,미아8동,47,실버,1,2008-06-17,10,"9,618,248","123,700,000",3,"247,400,000",0,0,n,n,"4,942,188",18,"11,232,000",영업점,5,석사,2,기독교,1,회사원,사별,자가소유
B9340,29614832,6458,서울,은평구,응암1동,46,패밀리,0,2003-06-26,15,"712,894","801,700,000",2,"1,603,400,000",0,0,n,n,"1,058,333",0, - ,pb센터,5,석사,2,기독교,7,학생,사별,전세
B9341,29616664,6468,서울,은평구,응암2동,59,패밀리,0,2005-08-03,12,"254,670","665,300,000",3,"1,330,600,000",182600000,0,n,n,"59,167",15,"15,312,000",pb센터,4,학사,1,불교,8,무직,사별,월세
B9342,29617188,24078,경기,안양시,호계동,62,실버,1,2005-10-25,12,"5,861,492","413,700,000",2,"827,400,000",0,0,n,n,"1,060,000",0, - ,영업점,4,학사,1,불교,6,주부,비혼,가족소유
B9343,29618169,23487,경기,안산시,초지동,42,패밀리,0,2004-11-30,13,"549,865","144,200,000",5,"288,400,000",0,0,n,n,"60,833",0, - ,영업점,6,박사,2,기독교,9,기타,사실혼,자가소유
B9344,29622598,20123,경기,고양시,백석동,63,패밀리,0,2006-05-04,12,"566,001","18,000,000",6,"36,000,000",0,0,n,n,"1,061,667",0, - ,pb센터,3,대퇴,9,원불교,6,주부,기혼,전세
B9345,29625189,19859,경기,고양시,삼송동,70,패밀리,0,2004-01-06,14,"441,946","1,100,000",7,"2,200,000",0,0,n,n,"8,062,500",10,"3,264,000",영업점,3,대퇴,2,기독교,3,자영업,기혼,월세
B9346,29626625,2188,서울,구로구,고척동,55,플래티늄,3,2002-02-18,16,"682,830,317","80,600,000",2,"161,200,000",0,0,n,n,"8,063,333",29,"13,872,000",영업점,4,학사,3,무교,3,자영업,재혼,전세
B9347,29627580,5462,서울,양천구,목동,51,플래티늄,3,2001-07-18,16,"690,809,769","15,900,000",2,"31,800,000",0,0,n,n,"3,064,167",16,"23,940,000",pb센터,4,학사,3,무교,1,회사원,기혼,전세
B9348,29628909,44037,충남,천안시,신부동,69,패밀리,0,2004-08-26,13,"269,943","368,200,000",3,"736,400,000",0,0,y,n,"1,065,000",0, - ,영업점,4,학사,1,불교,7,학생,재혼,월세
B9349,29630351,1,NULL,NULL,NULL,59,패밀리,0,2008-07-30,9,"489,489","6,200,000",6,"12,400,000",0,0,n,n,"9,203,858",0, - ,영업점,3,대퇴,4,카톨릭,3,자영업,이혼,월세
B9350,29634060,17087,울산,울주군,온산읍,62,플래티늄,3,2005-08-10,12,"136,876,056","13,200,000",5,"26,400,000",0,0,n,n,"5,667,107",0, - ,영업점,4,학사,3,무교,7,학생,재혼,월세
B9351,29634227,13847,인천,부평구,산곡3동,36,골드,2,2004-06-28,14,"25,661,710","29,300,000",6,"58,600,000",0,0,y,n,"1,065,833",0, - ,영업점,4,학사,3,무교,7,학생,사별,전세
B9352,29634744,17905,강원,원주시,단구동,53,패밀리,0,2005-08-16,12,"811,519","824,900,000",1,"1,649,800,000",0,0,n,n,"3,066,667",0, - ,영업점,3,대퇴,3,무교,1,회사원,사별,자가소유
B9353,29638109,28360,경남,밀양시,산외면,72,패밀리,0,2007-03-14,11,"887,892","95,700,000",5,"191,400,000",0,0,n,n,"67,500",36,"19,056,000",영업점,4,학사,1,불교,8,무직,재혼,자가소유
B9354,29644761,48580,경기,고양시,마두동,72,패밀리,0,2002-08-16,15,"931,410","1,600,000",9,"3,200,000",0,0,n,n,"1,069,167",35,"816,000",영업점,2,고졸,2,기독교,6,주부,재혼,가족소유
B9355,29645040,20326,경기,고양시,탄현동,63,패밀리,0,2006-02-06,12,"837,949","1,700,000",9,"3,400,000",0,0,n,n,"1,070,833",0, - ,콜센터,4,학사,1,불교,6,주부,비혼,전세
B9356,29647132,17263,강원,강릉시,교동,26,플래티늄,3,2004-02-26,14,"606,301,445","111,100,000",2,"222,200,000",0,0,n,n,"8,073,333",34,"9,336,000",pb센터,4,학사,1,불교,3,자영업,이혼,월세
B9357,29650286,2,NULL,NULL,NULL,48,실버,1,2007-07-05,11,"2,309,877","267,000,000",3,"534,000,000",0,0,n,n,"1,075,000",0, - ,콜센터,4,학사,3,무교,6,주부,사별,전세
B9358,29656262,13677,인천,부평구,부개3동,44,패밀리,0,2004-11-15,13,"105,417","39,400,000",7,"78,800,000",0,0,y,n,"76,667",11,"5,316,000",콜센터,2,고졸,1,불교,8,무직,비혼,월세
B9359,29656771,2393,서울,금천구,독산3동,45,플래티늄,3,2005-07-31,12,"149,494,807","2,000,000",6,"4,000,000",0,0,n,n,"1,866,695",31,"23,412,000",콜센터,2,고졸,1,불교,8,무직,비혼,자가소유
B9360,29658991,12938,대구,달성군,하빈면,45,패밀리,0,2003-09-30,14,"522,051","17,600,000",8,"35,200,000",0,0,n,n,"2,520,309",18,"4,836,000",영업점,9,NULL,9,원불교,0,NULL,기혼,월세
B9361,29660789,20085,경기,고양시,마두1동,55,패밀리,0,2006-09-24,11,"992,648","53,800,000",7,"107,600,000",0,0,n,n,"78,333",0, - ,영업점,4,학사,2,기독교,0,NULL,기혼,가족소유
B9362,29662855,19957,경기,고양시,현천동,22,패밀리,0,2002-07-23,15,"762,894","2,600,000",7,"5,200,000",0,0,n,n,"8,080,000",0, - ,영업점,5,석사,3,무교,3,자영업,이혼,가족소유
B9363,29664292,1,NULL,NULL,NULL,25,골드,2,2006-04-20,12,"25,135,630","16,500,000",8,"33,000,000",0,0,n,n,"4,880,893",0, - ,pb센터,3,대퇴,2,기독교,0,NULL,기혼,전세
B9364,29664429,3576,서울,동작구,상도1동,63,플래티늄,3,2005-07-15,12,"75,072,271","212,200,000",3,"424,400,000",0,0,n,n,"1,081,667",0, - ,영업점,4,학사,1,불교,6,주부,비혼,자가소유
B9365,29669788,3544,서울,동작구,사당동,41,실버,1,2002-05-21,16,"2,079,139","45,500,000",3,"91,000,000",0,0,n,n,"3,008,333",0, - ,영업점,4,학사,3,무교,1,회사원,이혼,자가소유
B9366,29673094,20730,경기,광주시,오포읍,67,골드,2,2006-03-14,12,"26,216,335","73,200,000",5,"146,400,000",0,0,n,n,"9,167",0, - ,영업점,4,학사,2,기독교,8,무직,사별,월세
B9367,29673309,12,NULL,NULL,NULL,56,패밀리,0,2002-07-23,15,"229,125","416,000,000",2,"832,000,000",0,0,y,n,"1,010,000",0, - ,영업점,4,학사,1,불교,6,주부,이혼,전세
B9368,29675232,13,NULL,NULL,NULL,65,플래티늄,3,2006-09-25,11,"511,073,604","29,900,000",2,"59,800,000",0,0,n,n,"8,992,030",16,"17,328,000",영업점,2,고졸,2,기독교,3,자영업,사별,자가소유
B9369,29676177,5515,서울,양천구,신정1동,44,패밀리,0,2009-04-19,9,"711,579","871,400,000",3,"1,742,800,000",0,0,n,y,"12,500",0, - ,영업점,2,고졸,2,기독교,0,NULL,이혼,가족소유
B9370,29676699,,NULL,NULL,NULL,72,패밀리,0,2004-10-04,13,"402,462","14,400,000",6,"28,800,000",0,0,y,n,"5,389,188",0, - ,pb센터,2,고졸,1,불교,6,주부,이혼,월세
B9371,29680684,17942,강원,원주시,명륜2동,47,패밀리,0,2001-11-24,16,"779,779","967,500,000",1,"1,935,000,000",0,0,n,n,"8,015,000",11,"600,000",pb센터,3,대퇴,2,기독교,3,자영업,사별,가족소유
B9372,29683549,12,NULL,NULL,NULL,52,골드,2,2006-04-03,12,"27,008,562","12,100,000",8,"24,200,000",0,0,n,y,"954,665",29,"1,836,000",영업점,2,고졸,1,불교,0,NULL,사실혼,자가소유
B9373,29688271,23477,경기,안산시,원곡동,37,패밀리,0,2002-07-29,15,"798,517","612,000,000",2,"1,224,000,000",0,0,n,n,"1,019,167",39,"20,988,000",영업점,3,대퇴,1,불교,6,주부,재혼,가족소유
B9374,29694202,12297,대구,수성구,만촌동,46,실버,1,2005-02-27,13,"3,776,308","211,800,000",3,"423,600,000",0,0,y,n,"1,021,667",25,"18,048,000",영업점,2,고졸,7,원불교,6,주부,사별,전세
B9375,29695824,21064,경기,군포시,수리동,68,골드,2,2005-02-14,13,"18,881,061","12,000,000",7,"24,000,000",9400000,2350000,n,n,"1,024,167",34,"5,292,000",pb센터,5,석사,1,불교,7,학생,사별,월세
